,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Team
1,2021-03-27,20:45,WCQ,First round,Sat,Home,D,1,1,be Belgium,,,38.0,,Tomáš Souček,4-1-4-1,William Collum,Match Report,,14.0,6.0,,0,0,Czechia
2,2021-03-30,19:45,WCQ,First round,Tue,Away,L,0,1,wls Wales,,,56.0,,Vladimír Darida,4-2-3-1,Ovidiu Hațegan,Match Report,,11.0,3.0,,0,0,Czechia
3,2021-09-02,20:45,WCQ,First round,Thu,Home,W,1,0,by Belarus,,,67.0,7218.0,Tomáš Souček,4-2-3-1,Srđan Jovanović,Match Report,,24.0,6.0,,0,0,Czechia
4,2021-09-05,20:45,WCQ,First round,Sun,Away,L,0,3,be Belgium,,,47.0,21416.0,Tomáš Souček,4-2-3-1,Michael Oliver,Match Report,,12.0,4.0,,0,0,Czechia
5,2021-10-08,20:45,WCQ,First round,Fri,Home,D,2,2,wls Wales,,,51.0,16856.0,Patrik Schick,4-2-3-1,Deniz Aytekin,Match Report,,12.0,3.0,,0,0,Czechia
6,2021-10-11,21:45,WCQ,First round,Mon,Away,W,2,0,by Belarus,,,59.0,,Tomáš Souček,4-2-3-1,François Letexier,Match Report,,16.0,6.0,,0,0,Czechia
7,2021-11-16,20:45,WCQ,First round,Tue,Home,W,2,0,ee Estonia,,,62.0,10076.0,Vladimír Coufal,4-2-3-1,Orel Grinfeeld,Match Report,,22.0,7.0,,0,0,Czechia
8,2022-03-24,20:45,WCQ,Semi-finals,Thu,Away,L,0,1,se Sweden,,,43.0,48628.0,Tomáš Souček,4-2-3-1,Michael Oliver,Match Report,Required Extra Time,10.0,2.0,,0,0,Czechia
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,5,eng England,,,34.0,82575.0,Vladimír Darida,4-2-3-1,Artur Dias,Match Report,,7.0,2.0,,0,0,Czechia
1,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,1,bg Bulgaria,,,51.0,13482.0,Marek Suchý,4-2-3-1,Tamás Bognár,Match Report,,18.0,4.0,,0,0,Czechia
2,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,me Montenegro,,,50.0,11565.0,Marek Suchý,4-2-3-1,Vladislav Bezborodov,Match Report,,15.0,5.0,,1,1,Czechia
3,2019-09-07,15:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,2,xk Kosovo,,,60.0,12678.0,Marek Suchý,4-2-3-1,Danny Makkelie,Match Report,,12.0,5.0,,0,0,Czechia
4,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3,0,me Montenegro,,,53.0,5951.0,Marek Suchý,4-2-3-1,Ali Palabıyık,Match Report,,17.0,8.0,,1,1,Czechia
5,2019-10-11,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,1,eng England,,,44.0,18651.0,Vladimír Darida,4-2-3-1,Damir Skomina,Match Report,,17.0,8.0,,0,0,Czechia
6,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,xk Kosovo,,,59.0,10986.0,Vladimír Darida,4-2-3-1,Gianluca Rocchi,Match Report,,27.0,8.0,,0,0,Czechia
7,2019-11-17,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,1,bg Bulgaria,,,69.0,,Vladimír Darida,4-2-3-1,Sergey Karasev,Match Report,,18.0,5.0,,0,0,Czechia
10,2021-06-14,14:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,sct Scotland,1.1,1.9,43.0,9847.0,Vladimír Darida,4-2-3-1,Daniel Siebert,Match Report,,10.0,7.0,20.1,0,0,Czechia
11,2021-06-18,17:00,UEFA Euro,Group stage,Fri,Neutral,D,1,1,hr Croatia,1.6,0.9,51.0,5607.0,Vladimír Darida,4-2-3-1,Carlos del Cerro,Match Report,,10.0,0.0,15.4,1,1,Czechia
12,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,L,0,1,eng England,0.3,1.5,44.0,19104.0,Vladimír Darida,4-2-3-1,Artur Soares Dias,Match Report,,7.0,1.0,20.2,0,0,Czechia
13,2021-06-27,18:00,UEFA Euro,Round of 16,Sun,Neutral,W,2,0,nl Netherlands,1.6,0.9,48.0,52834.0,Tomáš Souček,4-1-4-1,Sergey Karasev,Match Report,,12.0,5.0,15.9,0,0,Czechia
14,2021-07-03,20:00,UEFA Euro,Quarter-finals,Sat,Home,L,1,2,dk Denmark,1.6,1.5,55.0,16306.0,Tomáš Souček,4-2-3-1,Björn Kuipers,Match Report,,16.0,5.0,16.4,0,0,Czechia
0,2024-06-29,18:00,UEFA Euro,Round of 16,Sat,Neutral,D,0,0,Switzerland,,,50.0,50000,,,,Match Report,,0,0,,0,0,Italy
1,2024-06-29,21:00,UEFA Euro,Round of 16,Sat,Neutral,D,0,0,Germany,,,50.0,50000,,,,Match Report,,0,0,,0,0,Denmark
2,2024-06-30,18:00,UEFA Euro,Round of 16,Sun,Neutral,D,0,0,England,,,50.0,50000,,,,Match Report,,0,0,,0,0,Slovakia
3,2024-06-30,21:00,UEFA Euro,Round of 16,Sun,Neutral,D,0,0,Georgia,,,50.0,50000,,,,Match Report,,0,0,,0,0,Spain
4,2024-07-01,18:00,UEFA Euro,Round of 16,Sat,Neutral,D,0,0,France,,,50.0,50000,,,,Match Report,,0,0,,0,0,Belgium
5,2024-07-01,21:00,UEFA Euro,Round of 16,Sat,Neutral,D,0,0,Portugal,,,50.0,50000,,,,Match Report,,0,0,,0,0,Slovenia
6,2024-07-02,18:00,UEFA Euro,Round of 16,Sat,Neutral,D,0,0,Romania,,,50.0,50000,,,,Match Report,,0,0,,0,0,Netherlands
7,2024-07-02,21:00,UEFA Euro,Round of 16,Sat,Neutral,D,0,0,Austria,,,50.0,50000,,,,Match Report,,0,0,,0,0,Turkiye
0,2024-07-05,18:00,UEFA Euro,Quarter-finals,Fri,Neutral,D,0,0,Spain,,,50.0,50000,,,,Match Report,,0,0,,0,0,Denmark
1,2024-07-05,21:00,UEFA Euro,Quarter-finals,Fri,Neutral,D,0,0,Slovenia,,,50.0,50000,,,,Match Report,,0,0,,0,0,France
2,2024-07-06,18:00,UEFA Euro,Quarter-finals,Sat,Neutral,D,0,0,Netherlands,,,50.0,50000,,,,Match Report,,0,0,,0,0,Turkiye
3,2024-07-06,21:00,UEFA Euro,Quarter-finals,Sat,Neutral,D,0,0,England,,,50.0,50000,,,,Match Report,,0,0,,0,0,Switzerland
